title,popularity,vote_average,runtime,genres,original_language,vote_count,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,ScienceFiction,TVMovie,Thriller,Unknown,War,Western
Así se quiere en Jalisco,0.871,7.4,128,Unknown,en,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Whoever Dies, Dies in Pain",0.616,6.7,90,"Thriller,Crime,Drama",fr,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
The One You Never Forget,1.143,6.4,9,"Drama,Romance",en,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Hell Bent,1.229,5.2,50,Western,en,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Private Eye Pooch,0.623,6.3,6,Animation,en,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lighthouse Mouse,0.928,5.9,7,Animation,en,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pests for Guests,1.173,6.75,7,"Animation,Comedy,Family",en,8,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Writer's Block,0.803,4.125,14,"Drama,Mystery",en,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Hunky and Spunky,0.677,5.4,9,Animation,en,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inasible María Félix,0.84,8.5,58,Documentary,fr,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Squandered Sunday,0.647,6.125,78,Drama,cs,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Radical Evil,1.182,7.2,96,Documentary,de,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chemin faisant,0.6,6.8,5,"Animation,Music",fr,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Down There,0.6,4.6,78,Documentary,fr,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tillbaka till Bromma,1.196,5.4,94,"Comedy,Drama",sv,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
In the Fridge for Love,0.622,7.1,11,Comedy,it,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enfin pris ?,0.831,6.7,93,Documentary,fr,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hors-jeu,0.864,5.9,6,Animation,en,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sworn to the Drum: A Tribute to Francisco Aguabella,0.6,5.8,35,Unknown,en,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Linie 1,0.685,7.2,99,"Comedy,Music,Drama",de,8,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Stork Naked,0.6,7.6,7,"Animation,Comedy",en,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No More We,0.839,5.2,15,"Drama,Romance",sv,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The City of the Sun,0.889,5.25,90,"Drama,Comedy",cs,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prophet Without Honor,0.928,5.5,11,"Drama,History",en,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Love Above Pyramid's Plateau,1.205,6.9,126,"Drama,Romance",ar,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Leghorn Swoggled,0.837,6.2,7,Animation,en,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushy Hare,1.257,6.0,7,"Animation,Comedy",en,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Leghorn Blows at Midnight,0.6,6.5,7,Animation,en,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hans Teeuwen: Spiksplinter,0.925,5.2,110,Comedy,nl,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two's a Crowd,0.6,6.6,7,Animation,en,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Living World,0.878,5.6,75,"Drama,Fantasy",fr,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Vishnuvardhana,0.927,5.9,169,"Comedy,Thriller,Romance,Action,Drama",en,8,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
Naughty But Mice,0.938,6.1,8,"Animation,Comedy,Family",en,8,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100 Acres of Hell,0.893,4.8,84,Horror,en,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Welcome to North Korea,0.621,7.1,50,Documentary,en,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In a Moment,1.089,4.0,17,Drama,de,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Palindrome,0.6,5.9,22,Unknown,en,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Albina,0.6,5.2,6,Unknown,es,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Red Carpet,0.6,3.3,78,Unknown,fa,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AKA Jane Roe,1.095,4.9,81,Documentary,en,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camp Beaverton: Meet the Beavers,0.672,4.6,61,Documentary,en,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ragab Fawq Safeeh Sakhin,1.223,7.375,128,Family,ar,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Every Brilliant Thing,1.183,7.6,60,"Documentary,TVMovie",en,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Madame Le Murie,0.6,6.0,34,Documentary,cs,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Born Villain,0.757,7.2,6,Unknown,en,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Thumb Fun,0.605,6.8,7,"Animation,Comedy,Family",en,8,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Seduction of Angela,0.6,6.0,85,"Romance,Adventure",it,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fountain of Dreams,0.6,6.9,8,Animation,en,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Yellow Loves,0.622,4.5,9,Unknown,fr,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hello World :),0.944,6.5,22,"Thriller,ScienceFiction",en,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Frenzied,0.6,3.1,96,"Action,Adventure,Horror",es,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
On Our Own,0.937,5.5,84,"Drama,Family",en,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Snow on the Pines,1.019,6.4,92,Drama,fa,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Green Line,0.6,8.3,33,Documentary,fr,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
As Long as You Get Drunk...,0.67,5.4,19,Unknown,fr,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Black Metal: A Documentary,0.6,5.4,91,"Documentary,Music",en,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Thomas Pesquet: The Makings of a Hero,0.84,7.0,72,Documentary,fr,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Reaper,1.087,6.8,29,Documentary,en,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baronesa,0.6,6.2,71,"Documentary,Drama",pt,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Offside,1.17,5.625,7,"Drama,War",en,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Mama,1.176,5.0,133,Drama,zh,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Circus,0.851,7.375,4,"Animation,Comedy",en,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
We'll Meet in Heaven,1.258,7.2,85,Drama,zh,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamel et ses amis au Marrakech du Rire 2019,0.921,7.3,129,Comedy,fr,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lila,0.6,7.2,9,"Fantasy,Adventure,Animation",es,8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sweet,1.237,7.0,10,Comedy,en,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angano... Angano... Tales from Madagascar,0.6,5.0,65,Documentary,fr,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Five Film Exercises: Film 4,0.6,4.6,7,Animation,xx,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wild Country,1.18,4.188,67,Horror,en,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Bloodthirsty Fairy,0.616,5.1,24,Horror,fr,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Death of the Virgin,1.181,6.2,103,"Thriller,Horror,Mystery",en,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Arctic,0.967,5.4,78,Drama,en,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Toofan,1.27,5.5,174,Unknown,hi,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Russell Peters: Show Me the Funny,1.204,5.7,46,Comedy,en,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hill of Pleasures,0.6,5.25,91,Documentary,pt,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cindy, the Doll Is Mine",0.93,4.875,15,Unknown,en,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cages,0.637,4.6,86,"Thriller,Drama,Romance",fr,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
Beautiful Losers,1.051,6.1,76,"Drama,Thriller",es,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Deadpan,0.926,4.1,4,Unknown,en,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Time in Quchi,1.024,7.0,109,Drama,zh,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Overseas,0.956,6.813,90,Documentary,tl,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nosferatu: The First Vampire,0.845,5.0,70,Horror,en,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Neutron vs. the Maniac,0.855,4.9,81,"ScienceFiction,Action,Crime,Fantasy,Horror,Mystery",es,8,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
Isabelle Huppert: Personal Message,1.152,7.5,57,Documentary,fr,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bobbycrush,0.6,6.6,10,Drama,en,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nazar,0.901,5.3,84,Drama,hi,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Asa Akira Is Insatiable 2,0.655,9.1,220,Unknown,en,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Blondie Maxwell Never Loses,0.84,3.9,87,"Thriller,Action",fr,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Beyoncé: Live in Atlantic City,0.733,9.4,75,Music,en,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mary! Mary!,1.138,5.9,80,"Comedy,Fantasy",en,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Happy Birthday to John,1.045,4.8,24,Documentary,en,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F.C. De Kampioenen 4: Viva Boma!,0.925,7.9,107,Comedy,nl,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La casta divina,1.138,6.6,120,"Drama,History,War",es,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Musei Vaticani 3D,0.961,8.0,80,Documentary,it,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Woolen Under Where,0.96,5.8,6,Animation,en,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max Is Convalescent,0.616,6.2,11,Comedy,fr,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cordial Agreement,1.158,5.6,17,Comedy,fr,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
By Sidney Lumet,1.225,6.6,103,Documentary,en,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Big Fix,1.133,6.4,89,Documentary,en,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High Performance – Mandarinen lügen nicht,1.162,4.9,100,"Drama,Comedy",de,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunday Ball,0.6,5.5,71,Documentary,en,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kid Speed,0.923,4.9,18,"Comedy,Action",en,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The First Day of Winter,0.6,4.2,88,"Drama,Comedy,Fantasy",it,8,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
American Rescue Squad,0.886,10.0,90,"Comedy,Action,Drama,Mystery,Fantasy",en,8,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Condition of Illusion,0.83,4.6,32,Unknown,en,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Skull Forest,1.108,4.0,74,"Action,Horror",en,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
You and I,1.02,5.8,53,"Drama,Romance",es,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
I due assi del guantone,1.26,4.7,92,Comedy,it,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7362,0.6,7.8,9,Unknown,xx,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Narcissus Off Duty,0.685,6.9,84,Documentary,pt,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ethereal Melancholy of Seeing Horses in the Cold,0.833,8.0,4,Unknown,en,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bully for Pink,0.898,7.0,6,"Animation,Comedy",en,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Photographer's Words - 68 Testimonials,0.6,7.938,57,Documentary,es,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Appeal to Your Love,0.6,7.2,93,"Drama,War,Romance",cs,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"Easy to Learn, Hard to Master: The Fate of Atari",1.087,6.4,110,Documentary,en,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winter,0.638,6.4,76,"Drama,Action",ru,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Saugus Series,0.6,5.9,18,Animation,en,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia Calling,1.189,5.9,23,Documentary,en,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plane's Flying to Russia,0.848,6.286,94,"Comedy,Adventure,Action",ru,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rehearsals for Retirement,1.082,7.1,13,"Animation,Mystery",en,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Une partie de lawn-tennis II,0.6,4.8,1,Unknown,fr,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
My Pet Monster,1.212,4.7,48,Comedy,en,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucky Kids,1.18,6.8,93,"Romance,Comedy,Music",de,8,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Mexico City,0.967,4.8,90,"Crime,Drama,Mystery",en,8,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The Saint Inspector,0.6,5.5,5,Animation,en,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32A,1.225,6.4,89,Drama,en,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciegos,0.6,5.4,82,Drama,es,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Palestina en 1896,0.6,6.1,2,Documentary,fr,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The 414s,1.204,6.5,12,Documentary,en,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How Do You Know It's Love?,0.831,4.125,12,Unknown,en,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sonja,0.829,4.313,72,Drama,de,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sleepless Knights,0.6,4.1,82,Drama,es,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Guiana Sumiu...,0.6,5.1,23,"Comedy,Music",pt,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Un soupçon d'amour,0.932,6.1,92,Drama,fr,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrincha: Lonely Star,0.917,4.2,106,Drama,pt,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tender's Heat: Wild Wild Beach,0.715,4.8,340,Documentary,ru,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Too Much (Little) Love,0.874,5.3,119,"Comedy,Drama",fr,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Umbra,0.6,6.8,5,"Animation,Adventure,Drama,Fantasy",en,8,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Alchemist's Letter,0.887,7.0,6,"Family,Mystery,Animation,Fantasy",en,8,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
The Romance of Betty Boop,0.853,6.5,24,"Animation,Adventure,Comedy",en,8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lost Okoroshi,0.943,6.4,94,"Action,Adventure,Drama",en,8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Love Between the Covers,0.835,6.8,95,Documentary,en,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Sinner in Mecca,1.12,7.0,79,Documentary,en,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amélia,0.963,8.5,130,"Comedy,Drama",pt,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrible Angels,0.647,5.625,89,Thriller,en,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
San Clemente,0.6,6.4,98,Unknown,fr,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Return,0.86,5.9,102,Drama,es,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fidel,0.836,4.75,5,"Drama,Comedy",es,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Night for Crime,1.214,3.9,72,"Comedy,Crime,Mystery,Thriller",en,8,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Court Ladies Bathing,0.6,6.4,1,Unknown,fr,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beetle Queen Conquers Tokyo,0.859,5.6,90,Documentary,en,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dreams of the City,0.83,7.0,120,Drama,ar,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Unhappy Birthday,1.104,3.6,89,"Horror,Thriller,Mystery",en,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Adanggaman,0.6,6.6,90,Drama,fr,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Birth of the Pearl,0.866,5.0,1,Unknown,en,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"What's Up, Fatlip?",0.902,8.2,31,"Documentary,Music",en,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
What's With Wheat?,0.813,7.1,79,Documentary,en,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Todd And The Book Of Pure Evil,0.897,6.0,18,Unknown,en,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Los fierecillos se divierten,1.134,6.125,90,Comedy,es,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Open Gate,1.181,6.4,104,Drama,en,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Moments in a Stolen Dream,0.924,6.4,112,"Romance,Drama",tl,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
It Only Happens to Others,1.172,5.5,90,Drama,fr,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rush: Snakes & Arrows Live,0.6,7.1,221,Music,en,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Hava, Maryam, Ayesha",0.941,7.1,86,Drama,fa,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandy & Junior: Nossa História,1.264,9.8,126,"Music,Documentary",pt,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Perfect Physique,0.6,5.9,108,Unknown,en,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Me traes de un ala,0.635,5.9,90,Comedy,es,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Land Without Evil: Ivy Maraey,0.6,4.9,107,Drama,es,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
El circo de Capulina,0.6,5.4,85,"Family,Adventure,Comedy",es,8,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cheap,0.659,8.0,117,"Thriller,Horror,Crime",en,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Oh, Love… How Have You Put Me!",1.242,6.1,85,"Comedy,Drama,Romance",es,8,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Germinal,1.226,5.2,150,Drama,fr,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bamse and His Most Christmassy Adventure,0.634,5.625,27,"Animation,Fantasy,Family",sv,8,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The First Time - Bedingungslose Liebe,0.6,5.4,91,"Drama,Romance",de,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Timur and His Team,1.116,6.0,80,"Family,Adventure",ru,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Strip Jack Naked,0.717,5.6,91,Documentary,en,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Death of Poor Joe,0.6,4.0,1,Drama,en,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
King of Dollars,0.831,5.2,2,Fantasy,fr,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Reunion,0.888,5.6,80,"Drama,Romance",en,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Terry,0.703,4.6,81,"Crime,Drama",en,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rule Number Three,0.83,5.625,12,Unknown,en,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The House of Fools,0.935,6.188,93,"Drama,Comedy",pl,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
It's Not Yet Dark,1.232,7.4,78,Documentary,en,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Between Sweet and Salt Water,0.743,5.6,85,"Drama,Music",fr,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Hostiable,0.6,6.5,4,Comedy,es,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plaza Catedral,1.165,6.938,94,"Drama,Thriller",es,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Landauer,0.826,6.563,89,"Drama,TVMovie",de,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Sad Vacation: The Last Days of Sid and Nancy,0.939,6.7,95,Documentary,en,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assault and Battery,0.6,6.4,98,Drama,sv,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Woman's Decision,0.851,5.5,98,Drama,pl,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Talking Car,0.6,3.5,16,Unknown,en,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Accordion,0.6,5.9,8,Drama,fa,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Quest,1.138,7.5,104,Documentary,en,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
